meldcode;fabrikant;model;vermogen_kw;naam_koudemiddel;gwp;categorie;subsidiebedrag_2024;subsidiebedrag_2025;bron_2024_url;bron_2025_url;confidence_2024;confidence_2025;match_methode;datum_opgehaald
KA00086;Mastertherm;BA26I;6.0;R410A;2088;Lucht-Water;2850.0;2375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00086-mastertherm-ba26i;https://www.rvo.nl/meldcodes-warmtepompen/ka00086-mastertherm-ba26i;0.95;0.95;meldcode;2026-03-27
KA00088;Mastertherm;BA45I;12.0;R410A;2088;Lucht-Water;3750.0;3725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00088-mastertherm-ba45i;https://www.rvo.nl/meldcodes-warmtepompen/ka00088-mastertherm-ba45i;0.95;0.95;meldcode;2026-03-27
KA00089;Mastertherm;AQ22I;7.0;R410A;2088;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00089-mastertherm-aq22i;https://www.rvo.nl/meldcodes-warmtepompen/ka00089-mastertherm-aq22i;0.95;0.95;meldcode;2026-03-27
KA00090;Mastertherm;AQ30I;11.0;R410A;2088;Grond-Water;4575.0;4575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00090-mastertherm-aq30i;https://www.rvo.nl/meldcodes-warmtepompen/ka00090-mastertherm-aq30i;0.95;0.95;meldcode;2026-03-27
KA00091;Mastertherm;AQ45I;21.0;R410A;2088;Grond-Water;6075.0;6075.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00091-mastertherm-aq45i;https://www.rvo.nl/meldcodes-warmtepompen/ka00091-mastertherm-aq45i;0.95;0.95;meldcode;2026-03-27
KA00309;Nefit;EnviLine A/W Monoblock 5.0 T-S;4.0;R410A;2088;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00309-nefit-enviline-aw-monoblock-50-t-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00309-nefit-enviline-aw-monoblock-50-t-s;0.95;0.95;meldcode;2026-03-27
KA00310;Nefit;EnviLine A/W Monoblock 7.0 T-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00310-nefit-enviline-aw-monoblock-70-t-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00310-nefit-enviline-aw-monoblock-70-t-s;0.95;0.95;meldcode;2026-03-27
KA00311;Nefit;EnviLine A/W Monoblock 9.0 T-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00311-nefit-enviline-aw-monoblock-90-t-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00311-nefit-enviline-aw-monoblock-90-t-s;0.95;0.95;meldcode;2026-03-27
KA00312;Nefit;EnviLine A/W Monoblock 13 T-T;10.0;R410A;2088;Lucht-Water;3675.0;3475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00312-nefit-enviline-aw-monoblock-13-t-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00312-nefit-enviline-aw-monoblock-13-t-t;0.95;0.95;meldcode;2026-03-27
KA00313;Nefit;EnviLine A/W Monoblock 17 T-T;12.0;R410A;2088;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00313-nefit-enviline-aw-monoblock-17-t-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00313-nefit-enviline-aw-monoblock-17-t-t;0.95;0.95;meldcode;2026-03-27
KA00355;Nefit;EnviLine A/W Monoblock 5.0 TS-S;4.0;R410A;2088;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00355-nefit-enviline-aw-monoblock-50-ts-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00355-nefit-enviline-aw-monoblock-50-ts-s;0.95;0.95;meldcode;2026-03-27
KA00356;Nefit;EnviLine A/W Monoblock 7.0 TS-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00356-nefit-enviline-aw-monoblock-70-ts-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00356-nefit-enviline-aw-monoblock-70-ts-s;0.95;0.95;meldcode;2026-03-27
KA00357;Nefit;EnviLine A/W Monoblock 9.0 TS-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00357-nefit-enviline-aw-monoblock-90-ts-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00357-nefit-enviline-aw-monoblock-90-ts-s;0.95;0.95;meldcode;2026-03-27
KA00358;Nefit;EnviLine A/W Monoblock 13 TS-T;10.0;R410A;2088;Lucht-Water;3675.0;3475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00358-nefit-enviline-aw-monoblock-13-ts-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00358-nefit-enviline-aw-monoblock-13-ts-t;0.95;0.95;meldcode;2026-03-27
KA00359;Nefit;EnviLine A/W Monoblock 17 TS-T;12.0;R410A;2088;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00359-nefit-enviline-aw-monoblock-17-ts-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00359-nefit-enviline-aw-monoblock-17-ts-t;0.95;0.95;meldcode;2026-03-27
KA00360;Nefit;EnviLine A/W Monoblock 5.0 E-S;4.0;R410A;2088;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00360-nefit-enviline-aw-monoblock-50-e-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00360-nefit-enviline-aw-monoblock-50-e-s;0.95;0.95;meldcode;2026-03-27
KA00361;Nefit;EnviLine A/W Monoblock 7.0 E-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00361-nefit-enviline-aw-monoblock-70-e-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00361-nefit-enviline-aw-monoblock-70-e-s;0.95;0.95;meldcode;2026-03-27
KA00362;Nefit;EnviLine A/W Monoblock 9.0 E-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00362-nefit-enviline-aw-monoblock-90-e-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00362-nefit-enviline-aw-monoblock-90-e-s;0.95;0.95;meldcode;2026-03-27
KA00363;Nefit;EnviLine A/W Monoblock 13 E-T;10.0;R410A;2088;Lucht-Water;3675.0;3475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00363-nefit-enviline-aw-monoblock-13-e-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00363-nefit-enviline-aw-monoblock-13-e-t;0.95;0.95;meldcode;2026-03-27
KA00364;Nefit;EnviLine A/W Monoblock 17 E-T;12.0;R410A;2088;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00364-nefit-enviline-aw-monoblock-17-e-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00364-nefit-enviline-aw-monoblock-17-e-t;0.95;0.95;meldcode;2026-03-27
KA00365;Nefit;EnviLine A/W Monoblock 5.0 B-S;4.0;R410A;2088;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00365-nefit-enviline-aw-monoblock-50-b-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00365-nefit-enviline-aw-monoblock-50-b-s;0.95;0.95;meldcode;2026-03-27
KA00366;Nefit;EnviLine A/W Monoblock 7.0 B-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00366-nefit-enviline-aw-monoblock-70-b-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00366-nefit-enviline-aw-monoblock-70-b-s;0.95;0.95;meldcode;2026-03-27
KA00367;Nefit;EnviLine A/W Monoblock 9.0 B-S;7.0;R410A;2088;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00367-nefit-enviline-aw-monoblock-90-b-s;https://www.rvo.nl/meldcodes-warmtepompen/ka00367-nefit-enviline-aw-monoblock-90-b-s;0.95;0.95;meldcode;2026-03-27
KA00368;Nefit;EnviLine A/W Monoblock 13 B-T;10.0;R410A;2088;Lucht-Water;3675.0;3475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00368-nefit-enviline-aw-monoblock-13-b-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00368-nefit-enviline-aw-monoblock-13-b-t;0.95;0.95;meldcode;2026-03-27
KA00369;Nefit;EnviLine A/W Monoblock 17 B-T;12.0;R410A;2088;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00369-nefit-enviline-aw-monoblock-17-b-t;https://www.rvo.nl/meldcodes-warmtepompen/ka00369-nefit-enviline-aw-monoblock-17-b-t;0.95;0.95;meldcode;2026-03-27
KA00758;Remko;WKF 70 (incl. NEO-compact);5.0;R410A;2088;Lucht-Water;2700.0;2150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka00758-remko-wkf-70-incl-neo-compact;https://www.rvo.nl/meldcodes-warmtepompen/ka00758-remko-wkf-70-incl-neo-compact;0.95;0.95;meldcode;2026-03-27
KA01121;Alpha Innotec;SWP 700H;70.0;R134A;1430;Grond-Water;13200.0;13200.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01121-alpha-innotec-swp-700h;https://www.rvo.nl/meldcodes-warmtepompen/ka01121-alpha-innotec-swp-700h;0.95;0.95;meldcode;2026-03-27
KA01158;Alpha Innotec;SWP 371;37.0;R410A;2088;Grond-Water;8475.0;8475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01158-alpha-innotec-swp-371;https://www.rvo.nl/meldcodes-warmtepompen/ka01158-alpha-innotec-swp-371;0.95;0.95;meldcode;2026-03-27
KA01160;Alpha Innotec;SWP 581;58.0;R410A;2088;Grond-Water;11625.0;11625.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01160-alpha-innotec-swp-581;https://www.rvo.nl/meldcodes-warmtepompen/ka01160-alpha-innotec-swp-581;0.95;0.95;meldcode;2026-03-27
KA01161;Alpha Innotec;SWP 691;69.0;R410A;2088;Grond-Water;13275.0;13275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01161-alpha-innotec-swp-691;https://www.rvo.nl/meldcodes-warmtepompen/ka01161-alpha-innotec-swp-691;0.95;0.95;meldcode;2026-03-27
KA01186;Alpha Innotec;WZS 42K3M;6.0;R410A;2088;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01186-alpha-innotec-wzs-42k3m;https://www.rvo.nl/meldcodes-warmtepompen/ka01186-alpha-innotec-wzs-42k3m;0.95;0.95;meldcode;2026-03-27
KA01188;Alpha Innotec;WZS 82K3M;9.0;R410A;2088;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01188-alpha-innotec-wzs-82k3m;https://www.rvo.nl/meldcodes-warmtepompen/ka01188-alpha-innotec-wzs-82k3m;0.95;0.95;meldcode;2026-03-27
KA01190;Alpha Innotec;WZS 122K3M;14.0;R410A;2088;Grond-Water;5025.0;5025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01190-alpha-innotec-wzs-122k3m;https://www.rvo.nl/meldcodes-warmtepompen/ka01190-alpha-innotec-wzs-122k3m;0.95;0.95;meldcode;2026-03-27
KA01202;Alpha Innotec;SWC 102K3;11.0;R410A;2088;Grond-Water;4575.0;4575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01202-alpha-innotec-swc-102k3;https://www.rvo.nl/meldcodes-warmtepompen/ka01202-alpha-innotec-swc-102k3;0.95;0.95;meldcode;2026-03-27
KA01205;Alpha Innotec;SWC 172K3;19.0;R410A;2088;Grond-Water;5775.0;5775.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01205-alpha-innotec-swc-172k3;https://www.rvo.nl/meldcodes-warmtepompen/ka01205-alpha-innotec-swc-172k3;0.95;0.95;meldcode;2026-03-27
KA01206;Alpha Innotec;SWC 192K3;21.0;R410A;2088;Grond-Water;6075.0;6075.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01206-alpha-innotec-swc-192k3;https://www.rvo.nl/meldcodes-warmtepompen/ka01206-alpha-innotec-swc-192k3;0.95;0.95;meldcode;2026-03-27
KA01207;Alpha Innotec;SW 42H3;6.0;R410A;2088;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01207-alpha-innotec-sw-42h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01207-alpha-innotec-sw-42h3;0.95;0.95;meldcode;2026-03-27
KA01209;Alpha Innotec;SW 82H3;9.0;R410A;2088;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01209-alpha-innotec-sw-82h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01209-alpha-innotec-sw-82h3;0.95;0.95;meldcode;2026-03-27
KA01212;Alpha Innotec;SW 142H3;15.0;R410A;2088;Grond-Water;5175.0;5175.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01212-alpha-innotec-sw-142h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01212-alpha-innotec-sw-142h3;0.95;0.95;meldcode;2026-03-27
KA01213;Alpha Innotec;SW 172H3;19.0;R410A;2088;Grond-Water;5775.0;5775.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01213-alpha-innotec-sw-172h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01213-alpha-innotec-sw-172h3;0.95;0.95;meldcode;2026-03-27
KA01214;Alpha Innotec;SW 192H3;21.0;R410A;2088;Grond-Water;6075.0;6075.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01214-alpha-innotec-sw-192h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01214-alpha-innotec-sw-192h3;0.95;0.95;meldcode;2026-03-27
KA01241;Alpha Innotec;LWD 50A-HTD;5.0;R290 (Propaan);3;Lucht-Water;2700.0;2150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01241-alpha-innotec-lwd-50a-htd;https://www.rvo.nl/meldcodes-warmtepompen/ka01241-alpha-innotec-lwd-50a-htd;0.95;0.95;meldcode;2026-03-27
KA01244;Alpha Innotec;LWD 70A-HMD1;7.0;R290 (Propaan);3;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01244-alpha-innotec-lwd-70a-hmd1;https://www.rvo.nl/meldcodes-warmtepompen/ka01244-alpha-innotec-lwd-70a-hmd1;0.95;0.95;meldcode;2026-03-27
KA01245;Alpha Innotec;LWD 70A-HTD;7.0;R290 (Propaan);3;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01245-alpha-innotec-lwd-70a-htd;https://www.rvo.nl/meldcodes-warmtepompen/ka01245-alpha-innotec-lwd-70a-htd;0.95;0.95;meldcode;2026-03-27
KA01247;Alpha Innotec;LWD 50A/SX-HMD 1S;5.0;R290 (Propaan);3;Lucht-Water;2700.0;2150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01247-alpha-innotec-lwd-50asx-hmd-1s;https://www.rvo.nl/meldcodes-warmtepompen/ka01247-alpha-innotec-lwd-50asx-hmd-1s;0.95;0.95;meldcode;2026-03-27
KA01257;Alpha Innotec;LWD 70A/RX-HMD 1R;7.0;R290 (Propaan);3;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01257-alpha-innotec-lwd-70arx-hmd-1r;https://www.rvo.nl/meldcodes-warmtepompen/ka01257-alpha-innotec-lwd-70arx-hmd-1r;0.95;0.95;meldcode;2026-03-27
KA01259;Alpha Innotec;LWD 50A/RSX-HMD 1RS;5.0;R290 (Propaan);3;Lucht-Water;2700.0;2150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01259-alpha-innotec-lwd-50arsx-hmd-1rs;https://www.rvo.nl/meldcodes-warmtepompen/ka01259-alpha-innotec-lwd-50arsx-hmd-1rs;0.95;0.95;meldcode;2026-03-27
KA01266;Alpha Innotec;LWD 90A-HMD 1;8.0;R290 (Propaan);3;Lucht-Water;3150.0;2825.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01266-alpha-innotec-lwd-90a-hmd-1;https://www.rvo.nl/meldcodes-warmtepompen/ka01266-alpha-innotec-lwd-90a-hmd-1;0.95;0.95;meldcode;2026-03-27
KA01267;Alpha Innotec;LWD 90A-HTD;8.0;R290 (Propaan);3;Lucht-Water;3150.0;2825.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01267-alpha-innotec-lwd-90a-htd;https://www.rvo.nl/meldcodes-warmtepompen/ka01267-alpha-innotec-lwd-90a-htd;0.95;0.95;meldcode;2026-03-27
KA01270;Alpha Innotec;SWCV162H3;16.0;R407C;1774;Grond-Water;5325.0;5325.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01270-alpha-innotec-swcv162h3;https://www.rvo.nl/meldcodes-warmtepompen/ka01270-alpha-innotec-swcv162h3;0.95;0.95;meldcode;2026-03-27
KA01271;Alpha Innotec;SWCV62K3;6.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01271-alpha-innotec-swcv62k3;https://www.rvo.nl/meldcodes-warmtepompen/ka01271-alpha-innotec-swcv62k3;0.95;0.95;meldcode;2026-03-27
KA01272;Alpha Innotec;SWCV162K3;16.0;R407C;1774;Grond-Water;5325.0;5325.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01272-alpha-innotec-swcv162k3;https://www.rvo.nl/meldcodes-warmtepompen/ka01272-alpha-innotec-swcv162k3;0.95;0.95;meldcode;2026-03-27
KA01288;Alpha Innotec;WZSV62H3M;6.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01288-alpha-innotec-wzsv62h3m;https://www.rvo.nl/meldcodes-warmtepompen/ka01288-alpha-innotec-wzsv62h3m;0.95;0.95;meldcode;2026-03-27
KA01290;Alpha Innotec;WZSV62K3M;6.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01290-alpha-innotec-wzsv62k3m;https://www.rvo.nl/meldcodes-warmtepompen/ka01290-alpha-innotec-wzsv62k3m;0.95;0.95;meldcode;2026-03-27
KA01382;Daikin;EVLQ08(**)V3 + EHYHBH08(**)V3 +NHYKOMB33(**);6.0;R410A;2088;Lucht-Water;2850.0;2375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01382-daikin-evlq08v3-ehyhbh08v3-nhykomb33;https://www.rvo.nl/meldcodes-warmtepompen/ka01382-daikin-evlq08v3-ehyhbh08v3-nhykomb33;0.95;0.95;meldcode;2026-03-27
KA01383;Daikin;EVLQ08(**)V3 + EHYHBX08(**)V3 +NHYKOMB33(**);6.0;R410A;2088;Lucht-Water;2850.0;2375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01383-daikin-evlq08v3-ehyhbx08v3-nhykomb33;https://www.rvo.nl/meldcodes-warmtepompen/ka01383-daikin-evlq08v3-ehyhbx08v3-nhykomb33;0.95;0.95;meldcode;2026-03-27
KA01450;NIBE;F1155-6 (PC) (B/W);6.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01450-nibe-f1155-6-pc-bw;https://www.rvo.nl/meldcodes-warmtepompen/ka01450-nibe-f1155-6-pc-bw;0.95;0.95;meldcode;2026-03-27
KA01451;NIBE;F1255-6PC;6.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01451-nibe-f1255-6pc;https://www.rvo.nl/meldcodes-warmtepompen/ka01451-nibe-f1255-6pc;0.95;0.95;meldcode;2026-03-27
KA01454;NIBE;F1155-16 (B/W);16.0;R407C;1774;Grond-Water;5325.0;5325.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01454-nibe-f1155-16-bw;https://www.rvo.nl/meldcodes-warmtepompen/ka01454-nibe-f1155-16-bw;0.95;0.95;meldcode;2026-03-27
KA01455;NIBE;F1255-16 (B/W);16.0;R407C;1774;Grond-Water;5325.0;5325.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01455-nibe-f1255-16-bw;https://www.rvo.nl/meldcodes-warmtepompen/ka01455-nibe-f1255-16-bw;0.95;0.95;meldcode;2026-03-27
KA01457;NIBE;F1245-6 (PC);7.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01457-nibe-f1245-6-pc;https://www.rvo.nl/meldcodes-warmtepompen/ka01457-nibe-f1245-6-pc;0.95;0.95;meldcode;2026-03-27
KA01458;NIBE;F1245-8 (PC);9.0;R407C;1774;Grond-Water;4425.0;4425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01458-nibe-f1245-8-pc;https://www.rvo.nl/meldcodes-warmtepompen/ka01458-nibe-f1245-8-pc;0.95;0.95;meldcode;2026-03-27
KA01459;NIBE;F1245-10 (PC);12.0;R407C;1774;Grond-Water;4725.0;4725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01459-nibe-f1245-10-pc;https://www.rvo.nl/meldcodes-warmtepompen/ka01459-nibe-f1245-10-pc;0.95;0.95;meldcode;2026-03-27
KA01464;NIBE;F1145-10 (PC);12.0;R407C;1774;Grond-Water;4725.0;4725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01464-nibe-f1145-10-pc;https://www.rvo.nl/meldcodes-warmtepompen/ka01464-nibe-f1145-10-pc;0.95;0.95;meldcode;2026-03-27
KA01466;NIBE;F1145-15;18.0;R407C;1774;Grond-Water;5625.0;5625.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01466-nibe-f1145-15;https://www.rvo.nl/meldcodes-warmtepompen/ka01466-nibe-f1145-15;0.95;0.95;meldcode;2026-03-27
KA01467;NIBE;F1145-17;20.0;R407C;1774;Grond-Water;5700.0;5700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01467-nibe-f1145-17;https://www.rvo.nl/meldcodes-warmtepompen/ka01467-nibe-f1145-17;0.95;0.95;meldcode;2026-03-27
KA01468;NIBE;F1345-24;28.0;R407C;1774;Grond-Water;7125.0;7125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01468-nibe-f1345-24;https://www.rvo.nl/meldcodes-warmtepompen/ka01468-nibe-f1345-24;0.95;0.95;meldcode;2026-03-27
KA01469;NIBE;F1345-30;35.0;R407C;1774;Grond-Water;8175.0;8175.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01469-nibe-f1345-30;https://www.rvo.nl/meldcodes-warmtepompen/ka01469-nibe-f1345-30;0.95;0.95;meldcode;2026-03-27
KA01470;NIBE;F1345-40;46.0;R410A;2088;Grond-Water;9825.0;9825.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01470-nibe-f1345-40;https://www.rvo.nl/meldcodes-warmtepompen/ka01470-nibe-f1345-40;0.95;0.95;meldcode;2026-03-27
KA01471;NIBE;F1345-60;67.0;R410A;2088;Grond-Water;12975.0;12975.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01471-nibe-f1345-60;https://www.rvo.nl/meldcodes-warmtepompen/ka01471-nibe-f1345-60;0.95;0.95;meldcode;2026-03-27
KA01472;NIBE;F2040-8;7.0;R410A;2088;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01472-nibe-f2040-8;https://www.rvo.nl/meldcodes-warmtepompen/ka01472-nibe-f2040-8;0.95;0.95;meldcode;2026-03-27
KA01473;NIBE;F2040-12;10.0;R410A;2088;Lucht-Water;3450.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01473-nibe-f2040-12;https://www.rvo.nl/meldcodes-warmtepompen/ka01473-nibe-f2040-12;0.95;0.95;meldcode;2026-03-27
KA01474;NIBE;F2040-16;13.0;R410A;2088;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01474-nibe-f2040-16;https://www.rvo.nl/meldcodes-warmtepompen/ka01474-nibe-f2040-16;0.95;0.95;meldcode;2026-03-27
KA01481;NIBE;AMS10-16;12.0;R410A;2088;Lucht-Water;3750.0;3725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01481-nibe-ams10-16;https://www.rvo.nl/meldcodes-warmtepompen/ka01481-nibe-ams10-16;0.95;0.95;meldcode;2026-03-27
KA01486;NIBE;F130;0.0;R134A;1430;Warmtepompboiler;500.0;500.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01486-nibe-f130;https://www.rvo.nl/meldcodes-warmtepompen/ka01486-nibe-f130;0.95;0.95;meldcode;2026-03-27
KA01552;Stiebel-Eltron;WPL 25 AC (236645);13.0;R410A;2088;Lucht-Water;3975.0;3950.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01552-stiebel-eltron-wpl-25-ac-236645;https://www.rvo.nl/meldcodes-warmtepompen/ka01552-stiebel-eltron-wpl-25-ac-236645;0.95;0.95;meldcode;2026-03-27
KA01554;Stiebel-Eltron;WPL 25 IK-2 (231887);12.0;R410A;2088;Lucht-Water;3825.0;3725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01554-stiebel-eltron-wpl-25-ik-2-231887;https://www.rvo.nl/meldcodes-warmtepompen/ka01554-stiebel-eltron-wpl-25-ik-2-231887;0.95;0.95;meldcode;2026-03-27
KA01563;Stiebel-Eltron;WPL 47 (228836);23.0;R407C;1774;Lucht-Water;5400.0;6200.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01563-stiebel-eltron-wpl-47-228836;https://www.rvo.nl/meldcodes-warmtepompen/ka01563-stiebel-eltron-wpl-47-228836;0.95;0.95;meldcode;2026-03-27
KA01600;Stiebel-Eltron;WPF 16 Cool (232920);17.0;R410A;2088;Grond-Water;5475.0;5475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01600-stiebel-eltron-wpf-16-cool-232920;https://www.rvo.nl/meldcodes-warmtepompen/ka01600-stiebel-eltron-wpf-16-cool-232920;0.95;0.95;meldcode;2026-03-27
KA01621;Stiebel-Eltron;LWA 100 (221470);0.0;R290 (Propaan);3;Warmtepompboiler;500.0;500.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01621-stiebel-eltron-lwa-100-221470;https://www.rvo.nl/meldcodes-warmtepompen/ka01621-stiebel-eltron-lwa-100-221470;0.95;0.95;meldcode;2026-03-27
KA01622;Stiebel-Eltron;LWA 252 (74264);0.0;R134A;1430;Warmtepompboiler;725.0;725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01622-stiebel-eltron-lwa-252-74264;https://www.rvo.nl/meldcodes-warmtepompen/ka01622-stiebel-eltron-lwa-252-74264;0.95;0.95;meldcode;2026-03-27
KA01625;Stiebel-Eltron;WWK 220 Electronic (231208);0.0;R134A;1430;Warmtepompboiler;725.0;725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01625-stiebel-eltron-wwk-220-electronic-231208;https://www.rvo.nl/meldcodes-warmtepompen/ka01625-stiebel-eltron-wwk-220-electronic-231208;0.95;0.95;meldcode;2026-03-27
KA01626;Stiebel-Eltron;WWK 221 Electronic (230949);0.0;R134A;1430;Warmtepompboiler;725.0;725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka01626-stiebel-eltron-wwk-221-electronic-230949;https://www.rvo.nl/meldcodes-warmtepompen/ka01626-stiebel-eltron-wwk-221-electronic-230949;0.95;0.95;meldcode;2026-03-27
