meldcode;fabrikant;model;vermogen_kw;naam_koudemiddel;gwp;categorie;subsidiebedrag_2024;subsidiebedrag_2025;bron_2024_url;bron_2025_url;confidence_2024;confidence_2025;match_methode;datum_opgehaald
KA26106;Daikin;ERRA08EW1 icm binnendeel;9.0;R032;675;Lucht-Water;3375.0;3050.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26106-daikin-erra08ew1-icm-binnendeel;https://www.rvo.nl/meldcodes-warmtepompen/ka26106-daikin-erra08ew1-icm-binnendeel;0.95;0.95;meldcode;2026-03-27
KA26122;Daikin;ERRA10EW1 icm binnendeel;9.0;R032;675;Lucht-Water;3375.0;3050.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26122-daikin-erra10ew1-icm-binnendeel;https://www.rvo.nl/meldcodes-warmtepompen/ka26122-daikin-erra10ew1-icm-binnendeel;0.95;0.95;meldcode;2026-03-27
KA26138;Daikin;ERRA12EW1 icm binnendeel;10.0;R032;675;Lucht-Water;3450.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26138-daikin-erra12ew1-icm-binnendeel;https://www.rvo.nl/meldcodes-warmtepompen/ka26138-daikin-erra12ew1-icm-binnendeel;0.95;0.95;meldcode;2026-03-27
KA26154;Panasonic;WH-SDC0309K3E5 + WH-UDZ03KE5;4.0;R032;675;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26154-panasonic-wh-sdc0309k3e5-wh-udz03ke5;https://www.rvo.nl/meldcodes-warmtepompen/ka26154-panasonic-wh-sdc0309k3e5-wh-udz03ke5;0.95;0.95;meldcode;2026-03-27
KA26155;Panasonic;WH-SDC0309K3E5 + WH-UDZ05KE5;5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26155-panasonic-wh-sdc0309k3e5-wh-udz05ke5;https://www.rvo.nl/meldcodes-warmtepompen/ka26155-panasonic-wh-sdc0309k3e5-wh-udz05ke5;0.95;0.95;meldcode;2026-03-27
KA26156;Panasonic;WH-SDC0309K3E5 + WH-UDZ07KE5;7.0;R032;675;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26156-panasonic-wh-sdc0309k3e5-wh-udz07ke5;https://www.rvo.nl/meldcodes-warmtepompen/ka26156-panasonic-wh-sdc0309k3e5-wh-udz07ke5;0.95;0.95;meldcode;2026-03-27
KA26157;Panasonic;WH-SDC0309K3E5 + WH-UDZ09KE5;8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26157-panasonic-wh-sdc0309k3e5-wh-udz09ke5;https://www.rvo.nl/meldcodes-warmtepompen/ka26157-panasonic-wh-sdc0309k3e5-wh-udz09ke5;0.95;0.95;meldcode;2026-03-27
KA26158;Panasonic;WH-SDC0509L3E5 + WH-WDG05LE5;5.0;R290 (Propaan);3;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26158-panasonic-wh-sdc0509l3e5-wh-wdg05le5;https://www.rvo.nl/meldcodes-warmtepompen/ka26158-panasonic-wh-sdc0509l3e5-wh-wdg05le5;0.95;0.95;meldcode;2026-03-27
KA26159;Panasonic;WH-SDC0509L3E5 + WH-WDG07LE5;7.0;R290 (Propaan);3;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26159-panasonic-wh-sdc0509l3e5-wh-wdg07le5;https://www.rvo.nl/meldcodes-warmtepompen/ka26159-panasonic-wh-sdc0509l3e5-wh-wdg07le5;0.95;0.95;meldcode;2026-03-27
KA26160;Panasonic;WH-SDC0509L3E5 + WH-WDG09LE5;8.0;R290 (Propaan);3;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26160-panasonic-wh-sdc0509l3e5-wh-wdg09le5;https://www.rvo.nl/meldcodes-warmtepompen/ka26160-panasonic-wh-sdc0509l3e5-wh-wdg09le5;0.95;0.95;meldcode;2026-03-27
KA26164;Metro Therm;L10.1 split + SHB20-12;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26164-metro-therm-l101-split-shb20-12;https://www.rvo.nl/meldcodes-warmtepompen/ka26164-metro-therm-l101-split-shb20-12;0.95;0.95;meldcode;2026-03-27
KA26165;Metro Therm;L10.1 split + SHK20-200/12;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26165-metro-therm-l101-split-shk20-20012;https://www.rvo.nl/meldcodes-warmtepompen/ka26165-metro-therm-l101-split-shk20-20012;0.95;0.95;meldcode;2026-03-27
KA26166;Metro Therm;L6.1 split + SHB20-6;5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26166-metro-therm-l61-split-shb20-6;https://www.rvo.nl/meldcodes-warmtepompen/ka26166-metro-therm-l61-split-shb20-6;0.95;0.95;meldcode;2026-03-27
KA26167;Metro Therm;L6.1 split + SHK20-200/6;5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26167-metro-therm-l61-split-shk20-2006;https://www.rvo.nl/meldcodes-warmtepompen/ka26167-metro-therm-l61-split-shk20-2006;0.95;0.95;meldcode;2026-03-27
KA26170;Thuis Stroom;TS-HP18-290T-VS01;15.0;R290 (Propaan);3;Lucht-Water;4275.0;4400.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26170-thuis-stroom-ts-hp18-290t-vs01;https://www.rvo.nl/meldcodes-warmtepompen/ka26170-thuis-stroom-ts-hp18-290t-vs01;0.95;0.95;meldcode;2026-03-27
KA26171;Thuis Stroom;TS-HP12-290M-VS01;9.0;R290 (Propaan);3;Lucht-Water;3525.0;3250.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26171-thuis-stroom-ts-hp12-290m-vs01;https://www.rvo.nl/meldcodes-warmtepompen/ka26171-thuis-stroom-ts-hp12-290m-vs01;0.95;0.95;meldcode;2026-03-27
KA26172;Thuis Stroom;TS-HP12-290T-VS01;9.0;R290 (Propaan);3;Lucht-Water;3525.0;3250.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26172-thuis-stroom-ts-hp12-290t-vs01;https://www.rvo.nl/meldcodes-warmtepompen/ka26172-thuis-stroom-ts-hp12-290t-vs01;0.95;0.95;meldcode;2026-03-27
KA26175;Newntide;Silver line 12;8.0;R290 (Propaan);3;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26175-newntide-silver-line-12;https://www.rvo.nl/meldcodes-warmtepompen/ka26175-newntide-silver-line-12;0.95;0.95;meldcode;2026-03-27
KA26176;Newntide;Silver line 20;13.0;R290 (Propaan);3;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26176-newntide-silver-line-20;https://www.rvo.nl/meldcodes-warmtepompen/ka26176-newntide-silver-line-20;0.95;0.95;meldcode;2026-03-27
KA26177;Newntide;Silver line 8;5.0;R290 (Propaan);3;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26177-newntide-silver-line-8;https://www.rvo.nl/meldcodes-warmtepompen/ka26177-newntide-silver-line-8;0.95;0.95;meldcode;2026-03-27
KA26178;Heliotherm;SNT07L-M-R-CC;6.0;R290 (Propaan);3;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26178-heliotherm-snt07l-m-r-cc;https://www.rvo.nl/meldcodes-warmtepompen/ka26178-heliotherm-snt07l-m-r-cc;0.95;0.95;meldcode;2026-03-27
KA26194;Outes;VitalVerde AHb12VR3XP;11.0;R032;675;Lucht-Water;3825.0;3700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26194-outes-vitalverde-ahb12vr3xp;https://www.rvo.nl/meldcodes-warmtepompen/ka26194-outes-vitalverde-ahb12vr3xp;0.95;0.95;meldcode;2026-03-27
KA26197;Outes;VitalVerde AHb16VR3HP;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26197-outes-vitalverde-ahb16vr3hp;https://www.rvo.nl/meldcodes-warmtepompen/ka26197-outes-vitalverde-ahb16vr3hp;0.95;0.95;meldcode;2026-03-27
KA26198;Outes;VitalVerde AHb16VR3XP;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26198-outes-vitalverde-ahb16vr3xp;https://www.rvo.nl/meldcodes-warmtepompen/ka26198-outes-vitalverde-ahb16vr3xp;0.95;0.95;meldcode;2026-03-27
KA26274;TEC;RS04 (R32);3.0;R032;675;Lucht-Water;2400.0;1700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26274-tec-rs04-r32;https://www.rvo.nl/meldcodes-warmtepompen/ka26274-tec-rs04-r32;0.95;0.95;meldcode;2026-03-27
KA26288;Power World;PW050-DKZLRS-E;11.0;R290 (Propaan);3;Lucht-Water;3600.0;3500.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26288-power-world-pw050-dkzlrs-e;https://www.rvo.nl/meldcodes-warmtepompen/ka26288-power-world-pw050-dkzlrs-e;0.95;0.95;meldcode;2026-03-27
KA26289;Power World;PW060-DKZLRS-E;12.0;R290 (Propaan);3;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26289-power-world-pw060-dkzlrs-e;https://www.rvo.nl/meldcodes-warmtepompen/ka26289-power-world-pw060-dkzlrs-e;0.95;0.95;meldcode;2026-03-27
KA26298;Ares Power;M305V3;4.0;R032;675;Lucht-Water;2550.0;1925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26298-ares-power-m305v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26298-ares-power-m305v3;0.95;0.95;meldcode;2026-03-27
KA26299;Ares Power;M308V3;7.0;R032;675;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26299-ares-power-m308v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26299-ares-power-m308v3;0.95;0.95;meldcode;2026-03-27
KA26300;Ares Power;M311SV3;10.0;R032;675;Lucht-Water;3450.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26300-ares-power-m311sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26300-ares-power-m311sv3;0.95;0.95;meldcode;2026-03-27
KA26301;Ares Power;M316SV3;14.0;R032;675;Lucht-Water;4050.0;4175.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26301-ares-power-m316sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26301-ares-power-m316sv3;0.95;0.95;meldcode;2026-03-27
KA26302;Ares Power;M505V3;4.0;R032;675;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26302-ares-power-m505v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26302-ares-power-m505v3;0.95;0.95;meldcode;2026-03-27
KA26303;Ares Power;M507V3;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26303-ares-power-m507v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26303-ares-power-m507v3;0.95;0.95;meldcode;2026-03-27
KA26304;Ares Power;M509V3;8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26304-ares-power-m509v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26304-ares-power-m509v3;0.95;0.95;meldcode;2026-03-27
KA26305;Ares Power;M511SV3;10.0;R032;675;Lucht-Water;3525.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26305-ares-power-m511sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26305-ares-power-m511sv3;0.95;0.95;meldcode;2026-03-27
KA26306;Ares Power;M511TV3;10.0;R032;675;Lucht-Water;3525.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26306-ares-power-m511tv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26306-ares-power-m511tv3;0.95;0.95;meldcode;2026-03-27
KA26307;Ares Power;M514SV3;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26307-ares-power-m514sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26307-ares-power-m514sv3;0.95;0.95;meldcode;2026-03-27
KA26308;Ares Power;M514TV3;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26308-ares-power-m514tv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26308-ares-power-m514tv3;0.95;0.95;meldcode;2026-03-27
KA26309;Ares Power;M516SV3;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26309-ares-power-m516sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26309-ares-power-m516sv3;0.95;0.95;meldcode;2026-03-27
KA26310;Ares Power;M516TV3;13.0;R032;675;Lucht-Water;4125.0;4150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26310-ares-power-m516tv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26310-ares-power-m516tv3;0.95;0.95;meldcode;2026-03-27
KA26312;Ares Power;S506V3;5.0;R032;675;Lucht-Water;2700.0;2150.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26312-ares-power-s506v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26312-ares-power-s506v3;0.95;0.95;meldcode;2026-03-27
KA26313;Ares Power;S508V3;7.0;R032;675;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26313-ares-power-s508v3;https://www.rvo.nl/meldcodes-warmtepompen/ka26313-ares-power-s508v3;0.95;0.95;meldcode;2026-03-27
KA26314;Ares Power;S510SV3;9.0;R032;675;Lucht-Water;3300.0;3050.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26314-ares-power-s510sv3;https://www.rvo.nl/meldcodes-warmtepompen/ka26314-ares-power-s510sv3;0.95;0.95;meldcode;2026-03-27
KA26315;Thuis Stroom;T5-HP18-290T-PH01;11.0;R290 (Propaan);3;Lucht-Water;3825.0;3700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26315-thuis-stroom-t5-hp18-290t-ph01;https://www.rvo.nl/meldcodes-warmtepompen/ka26315-thuis-stroom-t5-hp18-290t-ph01;0.95;0.95;meldcode;2026-03-27
KA26316;Thuis Stroom;TS-HP12-290M-PH01;8.0;R290 (Propaan);3;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26316-thuis-stroom-ts-hp12-290m-ph01;https://www.rvo.nl/meldcodes-warmtepompen/ka26316-thuis-stroom-ts-hp12-290m-ph01;0.95;0.95;meldcode;2026-03-27
KA26317;Thuis Stroom;TS-HP12-290T-PH01;8.0;R290 (Propaan);3;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26317-thuis-stroom-ts-hp12-290t-ph01;https://www.rvo.nl/meldcodes-warmtepompen/ka26317-thuis-stroom-ts-hp12-290t-ph01;0.95;0.95;meldcode;2026-03-27
KA26319;Migloor;PAVH-06V1FBA;4.0;R032;675;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26319-migloor-pavh-06v1fba;https://www.rvo.nl/meldcodes-warmtepompen/ka26319-migloor-pavh-06v1fba;0.95;0.95;meldcode;2026-03-27
KA26320;Migloor;PAVH-06V1GMA;4.0;R290 (Propaan);3;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26320-migloor-pavh-06v1gma;https://www.rvo.nl/meldcodes-warmtepompen/ka26320-migloor-pavh-06v1gma;0.95;0.95;meldcode;2026-03-27
KA26321;Migloor;PAVH-09V1GMA;6.0;R290 (Propaan);3;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26321-migloor-pavh-09v1gma;https://www.rvo.nl/meldcodes-warmtepompen/ka26321-migloor-pavh-09v1gma;0.95;0.95;meldcode;2026-03-27
KA26322;Migloor;PAVH-09V1FBA;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26322-migloor-pavh-09v1fba;https://www.rvo.nl/meldcodes-warmtepompen/ka26322-migloor-pavh-09v1fba;0.95;0.95;meldcode;2026-03-27
KA26323;Migloor;PAVH-12V1FBA;8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26323-migloor-pavh-12v1fba;https://www.rvo.nl/meldcodes-warmtepompen/ka26323-migloor-pavh-12v1fba;0.95;0.95;meldcode;2026-03-27
KA26324;Migloor;PAVH-12V1GMA;8.0;R290 (Propaan);3;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26324-migloor-pavh-12v1gma;https://www.rvo.nl/meldcodes-warmtepompen/ka26324-migloor-pavh-12v1gma;0.95;0.95;meldcode;2026-03-27
KA26325;Migloor;PAVH-15V1FBA;10.0;R032;675;Lucht-Water;3675.0;3475.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26325-migloor-pavh-15v1fba;https://www.rvo.nl/meldcodes-warmtepompen/ka26325-migloor-pavh-15v1fba;0.95;0.95;meldcode;2026-03-27
KA26326;Migloor;PAVH-15V4GMA;11.0;R290 (Propaan);3;Lucht-Water;3825.0;3700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26326-migloor-pavh-15v4gma;https://www.rvo.nl/meldcodes-warmtepompen/ka26326-migloor-pavh-15v4gma;0.95;0.95;meldcode;2026-03-27
KA26327;Migloor;PAVH-19V1FBA;14.0;R032;675;Lucht-Water;4275.0;4375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26327-migloor-pavh-19v1fba;https://www.rvo.nl/meldcodes-warmtepompen/ka26327-migloor-pavh-19v1fba;0.95;0.95;meldcode;2026-03-27
KA26331;OVUM;AirCube 312P MONOBLOCK;9.0;R290 (Propaan);3;Lucht-Water;3525.0;3250.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26331-ovum-aircube-312p-monoblock;https://www.rvo.nl/meldcodes-warmtepompen/ka26331-ovum-aircube-312p-monoblock;0.95;0.95;meldcode;2026-03-27
KA26332;OVUM;AirCube 417P MONOBLOCK;14.0;R290 (Propaan);3;Lucht-Water;4275.0;4375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26332-ovum-aircube-417p-monoblock;https://www.rvo.nl/meldcodes-warmtepompen/ka26332-ovum-aircube-417p-monoblock;0.95;0.95;meldcode;2026-03-27
KA26333;GREE;GRS-CQ10.0Pd/NhG2-M;8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26333-gree-grs-cq100pdnhg2-m;https://www.rvo.nl/meldcodes-warmtepompen/ka26333-gree-grs-cq100pdnhg2-m;0.95;0.95;meldcode;2026-03-27
KA26334;GREE;GRS-CQ10.0Pd/NhH-M;9.0;R032;675;Lucht-Water;3375.0;3050.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26334-gree-grs-cq100pdnhh-m;https://www.rvo.nl/meldcodes-warmtepompen/ka26334-gree-grs-cq100pdnhh-m;0.95;0.95;meldcode;2026-03-27
KA26335;GREE;GRS-CQ12.0Pd/NhG2-M;9.0;R032;675;Lucht-Water;3525.0;3250.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26335-gree-grs-cq120pdnhg2-m;https://www.rvo.nl/meldcodes-warmtepompen/ka26335-gree-grs-cq120pdnhg2-m;0.95;0.95;meldcode;2026-03-27
KA26336;GREE;GRS-CQ14.0Pd/NhG2-M;10.0;R032;675;Lucht-Water;3450.0;3275.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26336-gree-grs-cq140pdnhg2-m;https://www.rvo.nl/meldcodes-warmtepompen/ka26336-gree-grs-cq140pdnhg2-m;0.95;0.95;meldcode;2026-03-27
KA26337;GREE;GRS-CQ16.0Pd/NhG2-M;11.0;R032;675;Lucht-Water;3600.0;3500.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26337-gree-grs-cq160pdnhg2-m;https://www.rvo.nl/meldcodes-warmtepompen/ka26337-gree-grs-cq160pdnhg2-m;0.95;0.95;meldcode;2026-03-27
KA26338;GREE;GRS-CQ6.0Pd/NhH2-E;5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26338-gree-grs-cq60pdnhh2-e;https://www.rvo.nl/meldcodes-warmtepompen/ka26338-gree-grs-cq60pdnhh2-e;0.95;0.95;meldcode;2026-03-27
KA26339;GREE;GRS-CQ8.0Pd/NhH2-E;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26339-gree-grs-cq80pdnhh2-e;https://www.rvo.nl/meldcodes-warmtepompen/ka26339-gree-grs-cq80pdnhh2-e;0.95;0.95;meldcode;2026-03-27
KA26340;Masterwatt  - Kospel;Dynamis Tower Monoblock 12 (HPM2.C-12);8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26340-masterwatt-kospel-dynamis-tower-monoblock-12-hpm2c-12;https://www.rvo.nl/meldcodes-warmtepompen/ka26340-masterwatt-kospel-dynamis-tower-monoblock-12-hpm2c-12;0.95;0.95;meldcode;2026-03-27
KA26341;Masterwatt  - Kospel;Dynamis Tower Monoblock 16 (HPM2.C-16/23);13.0;R032;675;Lucht-Water;3975.0;3950.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26341-masterwatt-kospel-dynamis-tower-monoblock-16-hpm2c-1623;https://www.rvo.nl/meldcodes-warmtepompen/ka26341-masterwatt-kospel-dynamis-tower-monoblock-16-hpm2c-1623;0.95;0.95;meldcode;2026-03-27
KA26342;Masterwatt  - Kospel;Dynamis Tower Monoblock 8 (HPM2.C-8);5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26342-masterwatt-kospel-dynamis-tower-monoblock-8-hpm2c-8;https://www.rvo.nl/meldcodes-warmtepompen/ka26342-masterwatt-kospel-dynamis-tower-monoblock-8-hpm2c-8;0.95;0.95;meldcode;2026-03-27
KA26343;Galmet;Airmax 3 12GT;6.0;R290 (Propaan);3;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26343-galmet-airmax-3-12gt;https://www.rvo.nl/meldcodes-warmtepompen/ka26343-galmet-airmax-3-12gt;0.95;0.95;meldcode;2026-03-27
KA26344;Galmet;Airmax 3 14GT;7.0;R290 (Propaan);3;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26344-galmet-airmax-3-14gt;https://www.rvo.nl/meldcodes-warmtepompen/ka26344-galmet-airmax-3-14gt;0.95;0.95;meldcode;2026-03-27
KA26345;Galmet;Airmax 3 5GT;4.0;R290 (Propaan);3;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26345-galmet-airmax-3-5gt;https://www.rvo.nl/meldcodes-warmtepompen/ka26345-galmet-airmax-3-5gt;0.95;0.95;meldcode;2026-03-27
KA26346;Galmet;Airmax 3 7GT;4.0;R290 (Propaan);3;Lucht-Water;2775.0;2125.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26346-galmet-airmax-3-7gt;https://www.rvo.nl/meldcodes-warmtepompen/ka26346-galmet-airmax-3-7gt;0.95;0.95;meldcode;2026-03-27
KA26450;Clivet;WiSAN-YME 1 S 10.1;20.0;R032;675;Lucht-Water;5175.0;5725.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26450-clivet-wisan-yme-1-s-101;https://www.rvo.nl/meldcodes-warmtepompen/ka26450-clivet-wisan-yme-1-s-101;0.95;0.95;meldcode;2026-03-27
KA26451;Clivet;WiSAN-YME 1 S 12.1;22.0;R032;675;Lucht-Water;5475.0;6175.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26451-clivet-wisan-yme-1-s-121;https://www.rvo.nl/meldcodes-warmtepompen/ka26451-clivet-wisan-yme-1-s-121;0.95;0.95;meldcode;2026-03-27
KA26452;Clivet;WiSAN-YME 1 S 14.1;24.0;R032;675;Lucht-Water;5550.0;6425.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26452-clivet-wisan-yme-1-s-141;https://www.rvo.nl/meldcodes-warmtepompen/ka26452-clivet-wisan-yme-1-s-141;0.95;0.95;meldcode;2026-03-27
KA26453;Clivet;WiSAN-YME 1 S 2.1;5.0;R032;675;Lucht-Water;2925.0;2350.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26453-clivet-wisan-yme-1-s-21;https://www.rvo.nl/meldcodes-warmtepompen/ka26453-clivet-wisan-yme-1-s-21;0.95;0.95;meldcode;2026-03-27
KA26454;Clivet;WiSAN-YME 1 S 3.1;6.0;R032;675;Lucht-Water;3075.0;2575.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26454-clivet-wisan-yme-1-s-31;https://www.rvo.nl/meldcodes-warmtepompen/ka26454-clivet-wisan-yme-1-s-31;0.95;0.95;meldcode;2026-03-27
KA26455;Clivet;WiSAN-YME 1 S 4.1;7.0;R032;675;Lucht-Water;3225.0;2800.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26455-clivet-wisan-yme-1-s-41;https://www.rvo.nl/meldcodes-warmtepompen/ka26455-clivet-wisan-yme-1-s-41;0.95;0.95;meldcode;2026-03-27
KA26456;Clivet;WiSAN-YME 1 S 5.1;8.0;R032;675;Lucht-Water;3375.0;3025.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26456-clivet-wisan-yme-1-s-51;https://www.rvo.nl/meldcodes-warmtepompen/ka26456-clivet-wisan-yme-1-s-51;0.95;0.95;meldcode;2026-03-27
KA26457;Clivet;WiSAN-YME 1 S 6.1;11.0;R032;675;Lucht-Water;3825.0;3700.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26457-clivet-wisan-yme-1-s-61;https://www.rvo.nl/meldcodes-warmtepompen/ka26457-clivet-wisan-yme-1-s-61;0.95;0.95;meldcode;2026-03-27
KA26458;Clivet;WiSAN-YME 1 S 7.1;12.0;R032;675;Lucht-Water;3975.0;3925.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26458-clivet-wisan-yme-1-s-71;https://www.rvo.nl/meldcodes-warmtepompen/ka26458-clivet-wisan-yme-1-s-71;0.95;0.95;meldcode;2026-03-27
KA26459;Clivet;WiSAN-YME 1 S 8.1;14.0;R032;675;Lucht-Water;4275.0;4375.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26459-clivet-wisan-yme-1-s-81;https://www.rvo.nl/meldcodes-warmtepompen/ka26459-clivet-wisan-yme-1-s-81;0.95;0.95;meldcode;2026-03-27
KA26460;Clivet;WiSAN-YME 1 S 9.1;16.0;R032;675;Lucht-Water;4575.0;4825.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26460-clivet-wisan-yme-1-s-91;https://www.rvo.nl/meldcodes-warmtepompen/ka26460-clivet-wisan-yme-1-s-91;0.95;0.95;meldcode;2026-03-27
KA26461;NIBE;S735-7 R;7.0;R290 (Propaan);3;Lucht-Water;3000.0;2600.0;https://www.rvo.nl/meldcodes-warmtepompen/ka26461-nibe-s735-7-r;https://www.rvo.nl/meldcodes-warmtepompen/ka26461-nibe-s735-7-r;0.95;0.95;meldcode;2026-03-27
